,0,1,id,word
637,-0.46838415,1.875589,3075,formation
638,1.0907633,-0.76425683,1025,plein
639,-2.2380557,2.778119,3866,faune
640,3.86869,0.5918331,1121,cyclable
641,-0.6915022,0.23504545,2426,idé
642,-1.8672278,3.875904,1345,océan
643,0.28680462,0.6119916,294,totalement
644,0.93528503,1.6280605,1827,diminution
645,0.91474956,4.818084,390,verre
646,-0.14149095,-0.001245078,1008,lobbys
647,2.3769367,1.3165792,2851,individuelle
648,2.5762496,1.9477444,1786,ancien
649,1.4269212,1.2792495,1645,offre
650,0.65320617,0.7688148,1497,main
651,-0.18879403,-0.7932496,94,débat
652,-1.7558819,0.09467326,3171,devon
653,1.9632143,1.1078161,862,bonus
654,3.3736563,-0.5051724,729,limitation
655,0.36990672,0.50123024,1990,oeuvre
656,0.40843892,0.8774942,576,réelle
657,2.1725287,1.6148181,4351,lieux
658,-3.214779,-2.2234957,2414,origine
659,-0.5148507,-0.18051907,2952,vue
660,0.73857147,-0.27170295,2575,organisme
661,0.93518907,4.826308,1142,unique
662,-0.2405729,2.13378,2255,industriel
663,0.7184643,0.36605635,2835,cadre
664,1.6228502,1.9084662,157,total
665,-1.2955337,3.0001175,1834,intensive
666,1.9703594,1.010705,1138,rapide
667,4.061789,0.5917175,412,passage
668,0.7073674,1.4179833,1155,suppression
669,-1.2769796,-0.53159237,649,pauvre
670,1.049792,4.7266316,799,consigne
671,0.74558055,4.376877,1370,genre
672,2.9752667,1.6998044,428,hybride
673,1.2993219,0.30019262,990,contribution
674,4.2834105,2.108655,1771,porte
675,-1.3720982,-0.88940746,1300,oui
676,2.892656,0.34492615,354,près
677,-2.140307,2.5768425,437,préserver
678,-1.199392,2.6901371,1870,ferme
679,-0.78491235,0.3153449,1720,devenir
680,-1.7882472,-0.059868008,708,humanité
681,0.41933,0.93867296,1294,contrainte
682,0.7308077,0.32361755,1811,différent
683,0.3192919,1.3838434,4980,échange
684,3.3194892,0.51590735,33,village
